id,full_name,last_name,constituencies,groups
5736,Alexandre VARAUT,VARAUT,"[{""party"": ""Rassemblement national"", ""country"": ""France"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00"", ""term"": 10, ""partyid"": ""RN""}]","[{""role"": ""Member"", ""Organization"": ""Union for Europe of the Nations Group"", ""groupid"": ""UEN"", ""start"": ""1999-12-17T00:00:00"", ""end"": ""2001-01-30T00:00:00""}, {""role"": ""Member"", ""Organization"": ""Non-attached"", ""groupid"": ""NA"", ""start"": ""2001-01-31T00:00:00"", ""end"": ""2004-07-19T00:00:00""}, {""role"": ""Member"", ""Organization"": ""Patriots for Europe Group"", ""groupid"": ""P4E"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00""}]"
22858,Fabienne KELLER,KELLER,"[{""party"": ""Renaissance"", ""country"": ""France"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00"", ""term"": 10, ""partyid"": ""RE""}]","[{""role"": ""Member"", ""Organization"": ""Group of the European People's Party (Christian Democrats) and European Democrats"", ""groupid"": ""PPE"", ""start"": ""2002-06-17T00:00:00"", ""end"": ""2002-07-02T00:00:00""}, {""role"": ""Member"", ""Organization"": ""Renew Europe Group"", ""groupid"": ""RE"", ""start"": ""2019-07-02T00:00:00"", ""end"": ""2024-07-15T00:00:00""}, {""role"": ""Member"", ""Organization"": ""Renew Europe Group"", ""groupid"": ""RE"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00""}]"
96711,Pascal CANFIN,CANFIN,"[{""party"": ""Renaissance"", ""country"": ""France"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00"", ""term"": 10, ""partyid"": ""RE""}]","[{""role"": ""Member"", ""Organization"": ""Group of the Greens/European Free Alliance"", ""groupid"": ""Verts/ALE"", ""start"": ""2009-07-14T00:00:00"", ""end"": ""2012-05-15T00:00:00""}, {""role"": ""Member"", ""Organization"": ""Group of the Greens/European Free Alliance"", ""groupid"": ""Verts/ALE"", ""start"": ""2014-05-03T00:00:00"", ""end"": ""2014-06-30T00:00:00""}, {""role"": ""Member"", ""Organization"": ""Renew Europe Group"", ""groupid"": ""RE"", ""start"": ""2019-07-02T00:00:00"", ""end"": ""2024-07-15T00:00:00""}, {""role"": ""Member"", ""Organization"": ""Renew Europe Group"", ""groupid"": ""RE"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00""}]"
189065,France JAMET,JAMET,"[{""party"": ""Rassemblement national"", ""country"": ""France"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00"", ""term"": 10, ""partyid"": ""RN""}]","[{""role"": ""Member"", ""Organization"": ""Europe of Nations and Freedom Group"", ""groupid"": ""P4E"", ""start"": ""2017-07-21T00:00:00"", ""end"": ""2019-07-01T00:00:00""}, {""role"": ""Member"", ""Organization"": ""Identity and Democracy Group"", ""groupid"": ""P4E"", ""start"": ""2019-07-02T00:00:00"", ""end"": ""2024-07-15T00:00:00""}, {""role"": ""Member"", ""Organization"": ""Patriots for Europe Group"", ""groupid"": ""P4E"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00""}]"
30482,Younous OMARJEE,OMARJEE,"[{""party"": ""La France Insoumise"", ""country"": ""France"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00"", ""term"": 10, ""partyid"": ""LFI""}]","[{""role"": ""Member"", ""Organization"": ""Confederal Group of the European United Left - Nordic Green Left"", ""groupid"": ""GUE/NGL"", ""start"": ""2012-01-04T00:00:00"", ""end"": ""2014-06-30T00:00:00""}, {""role"": ""Member"", ""Organization"": ""Confederal Group of the European United Left - Nordic Green Left"", ""groupid"": ""GUE/NGL"", ""start"": ""2014-07-01T00:00:00"", ""end"": ""2015-12-14T00:00:00""}, {""role"": ""Member of the Bureau"", ""Organization"": ""Confederal Group of the European United Left - Nordic Green Left"", ""groupid"": ""GUE/NGL"", ""start"": ""2015-12-15T00:00:00"", ""end"": ""2017-01-11T00:00:00""}, {""role"": ""Member of the Bureau"", ""Organization"": ""Confederal Group of the European United Left - Nordic Green Left"", ""groupid"": ""GUE/NGL"", ""start"": ""2017-01-12T00:00:00"", ""end"": ""2019-07-01T00:00:00""}, {""role"": ""Member"", ""Organization"": ""Group of the European United Left - Nordic Green Left"", ""groupid"": ""GUE/NGL"", ""start"": ""2019-07-02T00:00:00"", ""end"": ""2020-12-17T00:00:00""}, {""role"": ""Member"", ""Organization"": ""The Left group in the European Parliament - GUE/NGL"", ""groupid"": ""GUE/NGL"", ""start"": ""2020-12-18T00:00:00"", ""end"": ""2024-07-15T00:00:00""}, {""role"": ""Member"", ""Organization"": ""The Left group in the European Parliament - GUE/NGL"", ""groupid"": ""GUE/NGL"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00""}]"
72779,Nadine MORANO,MORANO,"[{""party"": ""Les R\u00e9publicains"", ""country"": ""France"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00"", ""term"": 10, ""partyid"": ""LR""}]","[{""role"": ""Member"", ""Organization"": ""Group of the European People's Party (Christian Democrats)"", ""groupid"": ""PPE"", ""start"": ""2014-07-01T00:00:00"", ""end"": ""2019-07-01T00:00:00""}, {""role"": ""Member"", ""Organization"": ""Group of the European People's Party (Christian Democrats)"", ""groupid"": ""PPE"", ""start"": ""2019-07-02T00:00:00"", ""end"": ""2024-07-15T00:00:00""}, {""role"": ""Member"", ""Organization"": ""Group of the European People's Party (Christian Democrats)"", ""groupid"": ""PPE"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00""}]"
124760,Nicolas BAY,BAY,"[{""party"": ""Divers droite"", ""country"": ""France"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00"", ""term"": 10, ""partyid"": ""DVD""}]","[{""role"": ""Member"", ""Organization"": ""Non-attached Members"", ""groupid"": ""NA"", ""start"": ""2014-07-01T00:00:00"", ""end"": ""2015-06-14T00:00:00""}, {""role"": ""Member"", ""Organization"": ""Europe of Nations and Freedom Group"", ""groupid"": ""P4E"", ""start"": ""2015-06-15T00:00:00"", ""end"": ""2017-09-11T00:00:00""}, {""role"": ""Co-Chair"", ""Organization"": ""Europe of Nations and Freedom Group"", ""groupid"": ""P4E"", ""start"": ""2017-09-12T00:00:00"", ""end"": ""2019-07-01T00:00:00""}, {""role"": ""Vice-Chair"", ""Organization"": ""Identity and Democracy Group"", ""groupid"": ""P4E"", ""start"": ""2019-07-02T00:00:00"", ""end"": ""2022-02-15T00:00:00""}, {""role"": ""Member"", ""Organization"": ""Non-attached Members"", ""groupid"": ""NA"", ""start"": ""2022-02-16T00:00:00"", ""end"": ""2024-02-06T00:00:00""}, {""role"": ""Member of the Bureau"", ""Organization"": ""European Conservatives and Reformists Group"", ""groupid"": ""ECR"", ""start"": ""2024-02-07T00:00:00"", ""end"": ""2024-07-15T00:00:00""}, {""role"": ""Member"", ""Organization"": ""European Conservatives and Reformists Group"", ""groupid"": ""ECR"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00""}]"
197691,Mathilde ANDROUËT,ANDROUËT,"[{""party"": ""Rassemblement national"", ""country"": ""France"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00"", ""term"": 10, ""partyid"": ""RN""}]","[{""role"": ""Member"", ""Organization"": ""Identity and Democracy Group"", ""groupid"": ""P4E"", ""start"": ""2019-07-02T00:00:00"", ""end"": ""2024-07-15T00:00:00""}, {""role"": ""Member"", ""Organization"": ""Patriots for Europe Group"", ""groupid"": ""P4E"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00""}]"
197533,Manon AUBRY,AUBRY,"[{""party"": ""La France Insoumise"", ""country"": ""France"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00"", ""term"": 10, ""partyid"": ""LFI""}]","[{""role"": ""Member"", ""Organization"": ""Group of the European United Left - Nordic Green Left"", ""groupid"": ""GUE/NGL"", ""start"": ""2019-07-02T00:00:00"", ""end"": ""2019-07-17T00:00:00""}, {""role"": ""Co-Chair"", ""Organization"": ""Group of the European United Left - Nordic Green Left"", ""groupid"": ""GUE/NGL"", ""start"": ""2019-07-18T00:00:00"", ""end"": ""2020-12-17T00:00:00""}, {""role"": ""Co-Chair"", ""Organization"": ""The Left group in the European Parliament - GUE/NGL"", ""groupid"": ""GUE/NGL"", ""start"": ""2020-12-18T00:00:00"", ""end"": ""2024-07-15T00:00:00""}, {""role"": ""Co-Chair"", ""Organization"": ""The Left group in the European Parliament - GUE/NGL"", ""groupid"": ""GUE/NGL"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00""}]"
131580,Jordan BARDELLA,BARDELLA,"[{""party"": ""Rassemblement national"", ""country"": ""France"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00"", ""term"": 10, ""partyid"": ""RN""}]","[{""role"": ""Member"", ""Organization"": ""Identity and Democracy Group"", ""groupid"": ""P4E"", ""start"": ""2019-07-02T00:00:00"", ""end"": ""2024-07-15T00:00:00""}, {""role"": ""Chair"", ""Organization"": ""Patriots for Europe Group"", ""groupid"": ""P4E"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00""}]"
197534,François-Xavier BELLAMY,BELLAMY,"[{""party"": ""Les R\u00e9publicains"", ""country"": ""France"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00"", ""term"": 10, ""partyid"": ""LR""}]","[{""role"": ""Member"", ""Organization"": ""Group of the European People's Party (Christian Democrats)"", ""groupid"": ""PPE"", ""start"": ""2019-07-02T00:00:00"", ""end"": ""2024-07-15T00:00:00""}, {""role"": ""Vice-Chair"", ""Organization"": ""Group of the European People's Party (Christian Democrats)"", ""groupid"": ""PPE"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00""}]"
197577,Gilles BOYER,BOYER,"[{""party"": ""Horizons"", ""country"": ""France"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00"", ""term"": 10, ""partyid"": ""HOR""}]","[{""role"": ""Member"", ""Organization"": ""Renew Europe Group"", ""groupid"": ""RE"", ""start"": ""2019-07-02T00:00:00"", ""end"": ""2024-07-15T00:00:00""}, {""role"": ""Member"", ""Organization"": ""Renew Europe Group"", ""groupid"": ""RE"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00""}]"
197574,Damien CARÊME,CARÊME,"[{""party"": ""La France Insoumise"", ""country"": ""France"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00"", ""term"": 10, ""partyid"": ""LFI""}]","[{""role"": ""Member"", ""Organization"": ""Group of the Greens/European Free Alliance"", ""groupid"": ""Verts/ALE"", ""start"": ""2019-07-02T00:00:00"", ""end"": ""2024-07-15T00:00:00""}, {""role"": ""Member"", ""Organization"": ""The Left group in the European Parliament - GUE/NGL"", ""groupid"": ""GUE/NGL"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00""}]"
197529,Leila CHAIBI,CHAIBI,"[{""party"": ""La France Insoumise"", ""country"": ""France"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00"", ""term"": 10, ""partyid"": ""LFI""}]","[{""role"": ""Member"", ""Organization"": ""Group of the European United Left - Nordic Green Left"", ""groupid"": ""GUE/NGL"", ""start"": ""2019-07-02T00:00:00"", ""end"": ""2020-12-17T00:00:00""}, {""role"": ""Member"", ""Organization"": ""The Left group in the European Parliament - GUE/NGL"", ""groupid"": ""GUE/NGL"", ""start"": ""2020-12-18T00:00:00"", ""end"": ""2024-07-15T00:00:00""}, {""role"": ""Member"", ""Organization"": ""The Left group in the European Parliament - GUE/NGL"", ""groupid"": ""GUE/NGL"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00""}]"
197503,David CORMAND,CORMAND,"[{""party"": ""Les \u00c9cologistes"", ""country"": ""France"", ""start"": ""2024-07-17T00:00:00"", ""end"": ""9999-12-31T00:00:00"", ""term"": 10, ""partyid"": ""EELV""}]","[{""role"": ""Member"", ""Organization"": ""Group of the Greens/European Free Alliance"", ""groupid"": ""Verts/ALE"", ""start"": ""2019-07-02T00:00:00"", ""end"": ""2024-07-15T00:00:00""}, {""role"": ""Member"", ""Organization"": ""Group of the Greens/European Free Alliance"", ""groupid"": ""Verts/ALE"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00""}]"
197589,Laurence FARRENG,FARRENG,"[{""party"": ""Mouvement D\u00e9mocrate"", ""country"": ""France"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00"", ""term"": 10, ""partyid"": ""MoDem""}]","[{""role"": ""Member"", ""Organization"": ""Renew Europe Group"", ""groupid"": ""RE"", ""start"": ""2019-07-02T00:00:00"", ""end"": ""2024-07-15T00:00:00""}, {""role"": ""Member"", ""Organization"": ""Renew Europe Group"", ""groupid"": ""RE"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00""}]"
197628,Jean-Paul GARRAUD,GARRAUD,"[{""party"": ""Rassemblement national"", ""country"": ""France"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00"", ""term"": 10, ""partyid"": ""RN""}]","[{""role"": ""Member"", ""Organization"": ""Identity and Democracy Group"", ""groupid"": ""P4E"", ""start"": ""2019-07-02T00:00:00"", ""end"": ""2024-07-15T00:00:00""}, {""role"": ""Member of the Bureau"", ""Organization"": ""Patriots for Europe Group"", ""groupid"": ""P4E"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00""}]"
197694,Raphaël GLUCKSMANN,GLUCKSMANN,"[{""party"": ""Place publique"", ""country"": ""France"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00"", ""term"": 10, ""partyid"": ""PP""}]","[{""role"": ""Member"", ""Organization"": ""Group of the Progressive Alliance of Socialists and Democrats in the European Parliament"", ""groupid"": ""S&D"", ""start"": ""2019-07-02T00:00:00"", ""end"": ""2024-07-15T00:00:00""}, {""role"": ""Member"", ""Organization"": ""Group of the Progressive Alliance of Socialists and Democrats in the European Parliament"", ""groupid"": ""S&D"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00""}]"
94649,Catherine GRISET,GRISET,"[{""party"": ""Rassemblement national"", ""country"": ""France"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00"", ""term"": 10, ""partyid"": ""RN""}]","[{""role"": ""Member"", ""Organization"": ""Identity and Democracy Group"", ""groupid"": ""P4E"", ""start"": ""2019-07-02T00:00:00"", ""end"": ""2024-07-15T00:00:00""}, {""role"": ""Member"", ""Organization"": ""Patriots for Europe Group"", ""groupid"": ""P4E"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00""}]"
197557,Christophe GRUDLER,GRUDLER,"[{""party"": ""Mouvement D\u00e9mocrate"", ""country"": ""France"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00"", ""term"": 10, ""partyid"": ""MoDem""}]","[{""role"": ""Member"", ""Organization"": ""Renew Europe Group"", ""groupid"": ""RE"", ""start"": ""2019-07-02T00:00:00"", ""end"": ""2024-07-15T00:00:00""}, {""role"": ""Member"", ""Organization"": ""Renew Europe Group"", ""groupid"": ""RE"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00""}]"
197543,Bernard GUETTA,GUETTA,"[{""party"": ""Sans parti"", ""country"": ""France"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00"", ""term"": 10, ""partyid"": ""Ind\u00e9.""}]","[{""role"": ""Member"", ""Organization"": ""Renew Europe Group"", ""groupid"": ""RE"", ""start"": ""2019-07-02T00:00:00"", ""end"": ""2024-07-15T00:00:00""}, {""role"": ""Member"", ""Organization"": ""Renew Europe Group"", ""groupid"": ""RE"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00""}]"
135511,Valérie HAYER,HAYER,"[{""party"": ""Renaissance"", ""country"": ""France"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00"", ""term"": 10, ""partyid"": ""RE""}]","[{""role"": ""Member"", ""Organization"": ""Renew Europe Group"", ""groupid"": ""RE"", ""start"": ""2019-07-02T00:00:00"", ""end"": ""2024-01-24T00:00:00""}, {""role"": ""Chair"", ""Organization"": ""Renew Europe Group"", ""groupid"": ""RE"", ""start"": ""2024-01-25T00:00:00"", ""end"": ""2024-07-15T00:00:00""}, {""role"": ""Chair"", ""Organization"": ""Renew Europe Group"", ""groupid"": ""RE"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00""}]"
197627,Virginie JORON,JORON,"[{""party"": ""Rassemblement national"", ""country"": ""France"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00"", ""term"": 10, ""partyid"": ""RN""}]","[{""role"": ""Member"", ""Organization"": ""Identity and Democracy Group"", ""groupid"": ""P4E"", ""start"": ""2019-07-02T00:00:00"", ""end"": ""2024-07-15T00:00:00""}, {""role"": ""Member"", ""Organization"": ""Patriots for Europe Group"", ""groupid"": ""P4E"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00""}]"
197697,Aurore LALUCQ,LALUCQ,"[{""party"": ""Place publique"", ""country"": ""France"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00"", ""term"": 10, ""partyid"": ""PP""}]","[{""role"": ""Member"", ""Organization"": ""Group of the Progressive Alliance of Socialists and Democrats in the European Parliament"", ""groupid"": ""S&D"", ""start"": ""2019-07-02T00:00:00"", ""end"": ""2024-07-15T00:00:00""}, {""role"": ""Member"", ""Organization"": ""Group of the Progressive Alliance of Socialists and Democrats in the European Parliament"", ""groupid"": ""S&D"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00""}]"
197494,Nathalie LOISEAU,LOISEAU,"[{""party"": ""Horizons"", ""country"": ""France"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00"", ""term"": 10, ""partyid"": ""HOR""}]","[{""role"": ""Member"", ""Organization"": ""Renew Europe Group"", ""groupid"": ""RE"", ""start"": ""2019-07-02T00:00:00"", ""end"": ""2024-07-15T00:00:00""}, {""role"": ""Member"", ""Organization"": ""Renew Europe Group"", ""groupid"": ""RE"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00""}]"
197623,Thierry MARIANI,MARIANI,"[{""party"": ""Rassemblement national"", ""country"": ""France"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00"", ""term"": 10, ""partyid"": ""RN""}]","[{""role"": ""Member"", ""Organization"": ""Identity and Democracy Group"", ""groupid"": ""P4E"", ""start"": ""2019-07-02T00:00:00"", ""end"": ""2024-07-15T00:00:00""}, {""role"": ""Member"", ""Organization"": ""Patriots for Europe Group"", ""groupid"": ""P4E"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00""}]"
197687,Philippe OLIVIER,OLIVIER,"[{""party"": ""Rassemblement national"", ""country"": ""France"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00"", ""term"": 10, ""partyid"": ""RN""}]","[{""role"": ""Member"", ""Organization"": ""Identity and Democracy Group"", ""groupid"": ""P4E"", ""start"": ""2019-07-02T00:00:00"", ""end"": ""2024-07-15T00:00:00""}, {""role"": ""Member"", ""Organization"": ""Patriots for Europe Group"", ""groupid"": ""P4E"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00""}]"
197690,André ROUGÉ,ROUGÉ,"[{""party"": ""Rassemblement national"", ""country"": ""France"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00"", ""term"": 10, ""partyid"": ""RN""}]","[{""role"": ""Member"", ""Organization"": ""Identity and Democracy Group"", ""groupid"": ""P4E"", ""start"": ""2019-07-02T00:00:00"", ""end"": ""2024-07-15T00:00:00""}, {""role"": ""Member"", ""Organization"": ""Patriots for Europe Group"", ""groupid"": ""P4E"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00""}]"
197500,Mounir SATOURI,SATOURI,"[{""party"": ""Les \u00c9cologistes"", ""country"": ""France"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00"", ""term"": 10, ""partyid"": ""EELV""}]","[{""role"": ""Member"", ""Organization"": ""Group of the Greens/European Free Alliance"", ""groupid"": ""Verts/ALE"", ""start"": ""2019-07-02T00:00:00"", ""end"": ""2024-07-15T00:00:00""}, {""role"": ""Member"", ""Organization"": ""Group of the Greens/European Free Alliance"", ""groupid"": ""Verts/ALE"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00""}]"
97236,Marie TOUSSAINT,TOUSSAINT,"[{""party"": ""Les \u00c9cologistes"", ""country"": ""France"", ""start"": ""2024-07-17T00:00:00"", ""end"": ""9999-12-31T00:00:00"", ""term"": 10, ""partyid"": ""EELV""}]","[{""role"": ""Member"", ""Organization"": ""Group of the Greens/European Free Alliance"", ""groupid"": ""Verts/ALE"", ""start"": ""2019-07-02T00:00:00"", ""end"": ""2022-01-10T00:00:00""}, {""role"": ""Vice-Chair"", ""Organization"": ""Group of the Greens/European Free Alliance"", ""groupid"": ""Verts/ALE"", ""start"": ""2022-01-11T00:00:00"", ""end"": ""2024-07-15T00:00:00""}, {""role"": ""Member of the Bureau"", ""Organization"": ""Group of the Greens/European Free Alliance"", ""groupid"": ""Verts/ALE"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00""}]"
197502,Marie-Pierre VEDRENNE,VEDRENNE,"[{""party"": ""Mouvement D\u00e9mocrate"", ""country"": ""France"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00"", ""term"": 10, ""partyid"": ""MoDem""}]","[{""role"": ""Member"", ""Organization"": ""Renew Europe Group"", ""groupid"": ""RE"", ""start"": ""2019-07-02T00:00:00"", ""end"": ""2024-07-15T00:00:00""}, {""role"": ""Member of the Bureau"", ""Organization"": ""Renew Europe Group"", ""groupid"": ""RE"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00""}]"
197581,Stéphanie YON-COURTIN,YON-COURTIN,"[{""party"": ""Renaissance"", ""country"": ""France"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00"", ""term"": 10, ""partyid"": ""RE""}]","[{""role"": ""Member"", ""Organization"": ""Renew Europe Group"", ""groupid"": ""RE"", ""start"": ""2019-07-02T00:00:00"", ""end"": ""2024-07-15T00:00:00""}, {""role"": ""Member"", ""Organization"": ""Renew Europe Group"", ""groupid"": ""RE"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00""}]"
204419,Sandro GOZI,GOZI,"[{""party"": ""Mouvement D\u00e9mocrate"", ""country"": ""France"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00"", ""term"": 10, ""partyid"": ""MoDem""}]","[{""role"": ""Member"", ""Organization"": ""Renew Europe Group"", ""groupid"": ""RE"", ""start"": ""2020-02-04T00:00:00"", ""end"": ""2024-07-15T00:00:00""}, {""role"": ""Member"", ""Organization"": ""Renew Europe Group"", ""groupid"": ""RE"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00""}]"
204418,Nora MEBAREK,MEBAREK,"[{""party"": ""Parti socialiste"", ""country"": ""France"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00"", ""term"": 10, ""partyid"": ""PS""}]","[{""role"": ""Member"", ""Organization"": ""Group of the Progressive Alliance of Socialists and Democrats in the European Parliament"", ""groupid"": ""S&D"", ""start"": ""2020-02-01T00:00:00"", ""end"": ""2024-07-15T00:00:00""}, {""role"": ""Member"", ""Organization"": ""Group of the Progressive Alliance of Socialists and Democrats in the European Parliament"", ""groupid"": ""S&D"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00""}]"
236053,Marina MESURE,MESURE,"[{""party"": ""La France Insoumise"", ""country"": ""France"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00"", ""term"": 10, ""partyid"": ""LFI""}]","[{""role"": ""Member"", ""Organization"": ""The Left group in the European Parliament - GUE/NGL"", ""groupid"": ""GUE/NGL"", ""start"": ""2022-07-29T00:00:00"", ""end"": ""2024-07-15T00:00:00""}, {""role"": ""Member"", ""Organization"": ""The Left group in the European Parliament - GUE/NGL"", ""groupid"": ""GUE/NGL"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""2024-07-17T00:00:00""}, {""role"": ""Member of the Bureau"", ""Organization"": ""The Left group in the European Parliament - GUE/NGL"", ""groupid"": ""GUE/NGL"", ""start"": ""2024-07-18T00:00:00"", ""end"": ""9999-12-31T00:00:00""}]"
236050,Marie DAUCHY,DAUCHY,"[{""party"": ""Rassemblement national"", ""country"": ""France"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00"", ""term"": 10, ""partyid"": ""RN""}]","[{""role"": ""Member"", ""Organization"": ""Identity and Democracy Group"", ""groupid"": ""P4E"", ""start"": ""2022-07-29T00:00:00"", ""end"": ""2024-07-15T00:00:00""}, {""role"": ""Member"", ""Organization"": ""Patriots for Europe Group"", ""groupid"": ""P4E"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00""}]"
245018,Christophe CLERGEAU,CLERGEAU,"[{""party"": ""Parti socialiste"", ""country"": ""France"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00"", ""term"": 10, ""partyid"": ""PS""}]","[{""role"": ""Member"", ""Organization"": ""Group of the Progressive Alliance of Socialists and Democrats in the European Parliament"", ""groupid"": ""S&D"", ""start"": ""2023-06-02T00:00:00"", ""end"": ""2024-07-15T00:00:00""}, {""role"": ""Vice-Chair"", ""Organization"": ""Group of the Progressive Alliance of Socialists and Democrats in the European Parliament"", ""groupid"": ""S&D"", ""start"": ""2024-07-16T00:00:00"", ""end"": ""9999-12-31T00:00:00""}]"
