reference,date,title,type,subject,status,url
2023/2077(INI),2023-06-15,Politique de concurrence – rapport annuel 2023,INI,"[""2.60""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/2077(INI)&l=fr
2020/0260(NLE),2020-09-18,Entreprise commune européenne pour le calcul à haute performance,NLE,"[""8.40.08"", ""3.30.06""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/0260(NLE)&l=fr
2020/0086(COD),2020-05-25,Fonds structurels et d'investissement européens: dotation spécifique allouée à l'initiative pour l'emploi des jeunes,COD,"[""4.70.01"", ""4.40.10"", ""4.15.02""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/0086(COD)&l=fr
2019/0188(COD),2019-09-11,Amélioration de la coopération entre les services publics de l'emploi (SPE),COD,"[""4.15.02"", ""2.40.02""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/0188(COD)&l=fr
2023/2833(RSP),2023-09-13,"Résolution sur la situation des droits de l’homme au Bangladesh, en particulier le cas d’Odhikar",RSP,"[""Bangladesh"", ""Pays"", ""6.10.08""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/2833(RSP)&l=fr
2020/0095(COD),2020-05-29,Mesures de conservation et d’exécution applicables dans la zone de réglementation de l’Organisation des pêcheries de l’Atlantique du Nord-Ouest (OPANO),COD,"[""3.15.01"", ""3.15.07"", ""3.15.15""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/0095(COD)&l=fr
2021/0275(COD),2021-08-19,Transport de marchandises dangereuses par route: procédures uniformes de contrôle. Codification,COD,"[""3.70.13"", ""3.20.05""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/0275(COD)&l=fr
2021/2013(INI),2021-03-11,Une stratégie pharmaceutique pour l’Europe,INI,"[""4.20.04""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2013(INI)&l=fr
2021/2039(INI),2021-04-29,Approche intégrée de l’égalité des femmes et des hommes au Parlement européen – rapport annuel 2020,INI,"[""8.40.01"", ""4.10.04""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2039(INI)&l=fr
2022/0200(NLE),2022-06-17,Accord UE/Ukraine sur le transport de fret par la route,NLE,"[""Ukraine"", ""Pays"", ""3.20.05"", ""3.20.15.04""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/0200(NLE)&l=fr
2022/2087(DEC),2022-06-23,Décharge 2021: budget général de l'UE - Comité des régions,DEC,"[""8.70.03.11""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2087(DEC)&l=fr
2019/2170(INI),2019-12-19,Rapport sur les rapports 2019-2020 de la Commission sur l'Albanie,INI,"[""Albanie"", ""Pays"", ""8.20.01""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2170(INI)&l=fr
2021/2079(INI),2021-07-08,Les îles et la politique de cohésion: situation actuelle et défis à venir,INI,"[""4.70.02"", ""4.70.06""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2079(INI)&l=fr
2021/2036(INI),2021-04-29,"Renforcer la démocratie ainsi que la liberté et le pluralisme des médias dans l’UE: l’utilisation abusive d’actions au titre du droit civil et pénal pour réduire les journalistes, les ONG et la société civile au silence",INI,"[""3.30.08"", ""1.10"", ""6.10.08""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2036(INI)&l=fr
2023/0062(COD),2023-02-27,"Règles spécifiques relatives à l'entrée en Irlande du Nord en provenance d'autres parties du Royaume-Uni de certains envois de biens de consommation courante, de végétaux destinés à la plantation, de plants de pommes de terre, de machines et de certains véhicules exploités à des fins agricoles ou forestières ainsi qu'aux mouvements non commerciaux de certains animaux de compagnie à destination de l'Irlande du Nord",COD,"[""2.80"", ""3.10.08.01"", ""4.20"", ""3.10.09.02"", ""3.70.01"", ""3.15.01"", ""3.15.07"", ""3.10.08.05"", ""3.15.02"", ""6.20.02"", ""4.60.04.04""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/0062(COD)&l=fr
2019/2132(INI),2019-07-04,"Contrôle de l'application du droit de l'Union européenne - 2017, 2018 et 2019",INI,"[""8.50.01""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2132(INI)&l=fr
2019/2173(INI),2019-12-19,Rapport sur les rapports 2019-2020 de la Commission sur le Monténégro,INI,"[""Monténégro,"", ""Pays"", ""8.20.01""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2173(INI)&l=fr
2023/2552(RSP),2023-02-15,"Résolution sur la violence à l’encontre de militants de l’opposition en Guinée équatoriale, notamment le cas de Julio Obama Mefuman",RSP,"[""6.10.04"", ""Guinée"", ""Pays"", ""6.10.08""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/2552(RSP)&l=fr
2019/2880(RSP),2019-10-24,Résolution sur l’Égypte,RSP,"[]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2880(RSP)&l=fr
2019/0226M(NLE),2020-02-13,Accord de partenariat dans le secteur de la pêche UE/Sénégal: mise en œuvre de l'accord. Protocole,NLE,"[""3.15.15.02"", ""Sénégal"", ""Pays""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/0226M(NLE)&l=fr
2019/2174(INI),2019-12-19,Rapport sur les rapports 2019-2020 de la Commission sur la Macédoine du Nord,INI,"[""8.20.01"", ""République"", ""Pays""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2174(INI)&l=fr
2019/2927(RSP),2019-11-28,Résolution sur la situation des libertés en Algérie,RSP,"[]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2927(RSP)&l=fr
2019/2175(INI),2019-12-19,Rapport sur les rapports 2019-2020 de la Commission sur la Serbie,INI,"[""Serbie,"", ""Pays"", ""8.20.01""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2175(INI)&l=fr
2022/2094(DEC),2022-06-23,Décharge 2021: Centre de traduction des organes de l’Union européenne (CdT),DEC,"[""8.70.03.11""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2094(DEC)&l=fr
2021/2144(DEC),2021-06-30,Décharge 2020 : Agence de l'Union européenne pour la coopération des services répressifs (EUROPOL),DEC,"[""8.70.03.10""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2144(DEC)&l=fr
2019/2171(INI),2019-12-19,Rapport sur les rapports 2019-2020 de la Commission sur la Bosnie-Herzégovine,INI,"[""8.20.01"", ""Bosnie-Herzégovine"", ""Pays""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2171(INI)&l=fr
2019/2100(DEC),2019-06-27,Décharge 2018: entreprise commune SESAR,DEC,"[""8.70.03.08""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2100(DEC)&l=fr
2021/0423(COD),2021-12-15,Réduction des émissions de méthane dans le secteur de l'énergie,COD,"[""3.70.02""]",En attente de la position du Parlement en 1ère lecture,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/0423(COD)&l=fr
2023/2661(RSP),2023-05-10,"Résolution sur la liberté des médias et liberté d'expression en Algérie, le cas du journaliste Ihsane El Kadi",RSP,"[""3.30.08"", ""Algérie"", ""Pays"", ""6.10.08""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/2661(RSP)&l=fr
2019/2954(RSP),2019-12-17,"Résolution du Parlement européen du 18 décembre 2019 sur l’état de droit à Malte, après les récentes révélations sur l’assassinat de Daphne Caruana Galizia",RSP,"[""8.30.10"", ""Malte"", ""Pays""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2954(RSP)&l=fr
2022/2002(INI),2022-01-20,Mise en œuvre et réalisation des objectifs de développement durable (ODD),INI,"[""6.30""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2002(INI)&l=fr
2022/0302(COD),2022-09-28,Responsabilité du fait des produits défectueux,COD,"[""4.60.06"", ""4.60.08""]",En attente de la position du Conseil en 1ère lecture,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/0302(COD)&l=fr
2020/2034(INL),2020-04-16,"Finance numérique: risques émergents liés aux crypto-actifs - enjeux en matière de réglementation et de surveillance dans le domaine des services, institutions et marchés financiers",INL,"[""2.50.03"", ""2.50.10"", ""3.30.06"", ""2.50.08""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2034(INL)&l=fr
2021/2712(RSP),2021-06-08,Résolution sur la situation en Afghanistan,RSP,"[""Afghanistan"", ""Pays"", ""6.10.04""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2712(RSP)&l=fr
2020/2201(INI),2020-10-08,Dialogues des citoyens et participation des citoyens aux prises de décision de l'Union européenne,INI,"[""1.20""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2201(INI)&l=fr
2021/2552(RSP),2021-03-10,"Résolution sur le règlement d’exécution (UE) 2021/52 de la Commission du 22 janvier 2021 modifiant le règlement d’exécution (UE) nº 540/2011 en ce qui concerne la prolongation de la période d’approbation des substances actives «benfluraline», «dimoxystrobine», «fluazinam», «flutolanil», «mécoprop-P», «mépiquat», «métirame», «oxamyl» et «pyraclostrobine»",RSP,"[""3.10.09""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2552(RSP)&l=fr
2020/2153(DEC),2020-06-29,Décharge 2019 : Observatoire européen des drogues et des toxicomanies (OEDT),DEC,"[""8.70.03.09""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2153(DEC)&l=fr
2022/2150(INI),2022-10-20,Semestre européen pour la coordination des politiques économiques 2023,INI,"[""5.10.01""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2150(INI)&l=fr
2017/0035(COD),2017-02-14,Modalités de contrôle par les États membres de l'exercice des compétences d'exécution par la Commission: actes d’exécution au niveau du comité d’appel,COD,"[""8.40.10"", ""8.50.01""]",En attente de la position du Parlement en 1ère lecture,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2017/0035(COD)&l=fr
2022/2153(INI),2022-10-20,Résolution sur le contrôle des activités financières de la Banque européenne d’investissement – rapport annuel 2021,INI,"[""8.40.07""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2153(INI)&l=fr
2022/2207(INI),2023-01-19,Promouvoir et adapter la formation professionnelle en tant qu’outil pour la réussite des travailleurs et élément constitutif de l’économie de l’Union dans la nouvelle industrie 4.0,INI,"[""4.40.15""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2207(INI)&l=fr
2021/0312(NLE),2021-10-06,Accord de partenariat dans le domaine de la pêche durable EU/Îles Cook: mise en œuvre de l'accord 2021-2024. Protocole,NLE,"[""3.15.15.06"", ""Cook,"", ""Pays""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/0312(NLE)&l=fr
2022/2088(DEC),2022-06-23,Décharge 2021: budget général de l'UE - Médiateur européen,DEC,"[""8.70.03.11""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2088(DEC)&l=fr
2021/2248(INI),2021-12-16,Rapport sur le rapport 2021 de la Commission concernant la Macédoine du Nord,INI,"[""8.20.01"", ""République"", ""Pays""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2248(INI)&l=fr
2022/2095(DEC),2022-06-23,Décharge 2021: Centre européen pour le développement de la formation professionnelle (CEDEFOP),DEC,"[""8.70.03.11""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2095(DEC)&l=fr
2021/0807(CNS),2021-12-17,Échange automatisé de données pour ce qui est des données dactyloscopiques en Italie,CNS,"[""Italie"", ""Pays"", ""1.20.09"", ""7.30""]",En attente de décision finale,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/0807(CNS)&l=fr
2021/2060(INI),2021-05-20,"Protection des droits de l’enfant dans les procédures relevant du droit civil, du droit administratif et du droit de la famille",INI,"[""7.40.02"", ""4.10.03""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2060(INI)&l=fr
2019/0101(COD),2019-06-14,Émissions en conditions de conduite réelles (RDE),COD,"[""2.10.03"", ""3.70.02"", ""3.40.03"", ""3.20.06""]",Procédure caduque ou retirée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/0101(COD)&l=fr
2020/0176(COD),2020-08-14,Application des contingents tarifaires et des autres contingents à l’importationde l’Union,COD,"[""6.20.05"", ""6.20.01""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/0176(COD)&l=fr
2023/2741(RSP),2023-06-13,Résolution sur la création de l’organisme européen chargé des questions d’éthique,RSP,"[""8.40"", ""8.40.10""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/2741(RSP)&l=fr
2020/2040(INI),2020-04-16,La dimension de genre dans la politique de cohésion,INI,"[""4.10.04"", ""4.70.02""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2040(INI)&l=fr
2024/2551(RSP),2024-02-07,"Résolution sur l’augmentation du nombre d’exécutions en Iran, et notamment le cas de Mohammad Ghobadlou",RSP,"[""Iran"", ""Pays"", ""6.10.09""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2024/2551(RSP)&l=fr
2023/0356(COD),2023-10-17,Infrastructure d'information géographique dans la Communauté européenne (INSPIRE): certaines exigences en matière de communication d’informations,COD,"[""2.80"", ""3.70"", ""1.20.05""]",En attente de la position du Conseil en 1ère lecture,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/0356(COD)&l=fr
2020/2184(DEC),2020-06-29,Décharge 2019 : Entreprise commune - Aéronautique et Environnement (CLEAN SKY),DEC,"[""8.70.03.09""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2184(DEC)&l=fr
2023/2740(RSP),2023-06-12,Résolution sur une Journée européenne pour les victimes de la crise climatique mondiale,RSP,"[""3.70.11"", ""3.70.03""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/2740(RSP)&l=fr
2022/2840(RSP),2023-03-14,Résolution sur un revenu minimum adéquat pour garantir une inclusion active,RSP,"[""4.10.05""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2840(RSP)&l=fr
2021/2006(INI),2021-02-11,Une stratégie de l’UE pour réduire les émissions de méthane,INI,"[""3.70.02""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2006(INI)&l=fr
2020/2273(INI),2021-01-21,Stratégie de l’UE en faveur de la biodiversité à l’horizon 2030: Ramener la nature dans nos vies,INI,"[""3.70.01""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2273(INI)&l=fr
2020/2188(DEC),2020-06-29,Décharge 2019 : entreprise commune Shift2Rail (SHIFT2RAIL),DEC,"[""8.70.03.09""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2188(DEC)&l=fr
2018/0131(NLE),2018-05-02,"Mise à disposition des ressources propres fondées sur l’assiette commune consolidée pour l’impôt sur les sociétés, sur le système d’échange de quotas d’émission de l’Union européenne et sur les déchets d’emballages en plastique non recyclés ainsi que mesures visant à faire face aux besoins de trésorerie",NLE,"[""8.70.01""]",En attente de décision finale,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2018/0131(NLE)&l=fr
2018/0418(NLE),2018-12-13,Accord CE/Suisse/Liechtenstein relatif à la détermination de l’État responsable de l’examen d’une demande d’asile: accès à Eurodac. Protocole,NLE,"[""7.10.06"", ""Liechtenstein"", ""Pays"", ""Suisse""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2018/0418(NLE)&l=fr
2019/2102(DEC),2019-06-27,Décharge 2018: entreprise commune Bio-industries (EC Bio-industries),DEC,"[""8.70.03.08""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2102(DEC)&l=fr
2021/2633(RSP),2021-06-10,Résolution sur l’initiative citoyenne «End the Cage Age»,RSP,"[""1.20"", ""3.10.04.02""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2633(RSP)&l=fr
2023/2586(RSP),2023-05-10,Résolution sur une feuille de route pour une Europe sociale – deux ans après le Sommet social de Porto,RSP,"[""4.10.10"", ""4.15"", ""4.15.08"", ""4.15.04"", ""4.15.15""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/2586(RSP)&l=fr
2020/0089(NLE),2020-05-27,Accord UE/Chine: coopération relative aux indications géographiques et la protection de celles-ci,NLE,"[""6.20.04"", ""Chine"", ""Pays"", ""6.20.03""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/0089(NLE)&l=fr
2020/0036(COD),2020-03-04,Loi européenne sur le climat,COD,"[""3.60"", ""3.70.03"", ""3.70.18""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/0036(COD)&l=fr
2021/0008(COD),2021-01-20,Équipes communes d'enquête: alignement sur les règles de l’Union relatives à la protection des données à caractère personnel,COD,"[""7.30.30"", ""7.30.20""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/0008(COD)&l=fr
2021/0161(NLE),2021-06-25,"Prévisibilité pour les États membres et procédures de résolution des contentieux lors de la mise à disposition des ressources propres traditionnelles, de la ressource propre fondée sur la TVA et de la ressource propre fondée sur le RNB",NLE,"[""8.70.01""]",En attente de décision finale,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/0161(NLE)&l=fr
2023/2536(RSP),2023-05-31,Résolution sur le renforcement du dialogue social,RSP,"[""4.15"", ""4.10"", ""4.15.14""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/2536(RSP)&l=fr
2019/2059(DEC),2019-06-27,"Décharge 2018: Budget général UE, Cour des comptes",DEC,"[""8.70.03.08""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2059(DEC)&l=fr
2019/0272(COD),2019-11-28,Plan pluriannuel de gestion du thon rouge dans l’Atlantique Est et la mer Méditerranée,COD,"[""3.15.04"", ""3.15.01"", ""3.15.07"", ""3.15.15"", ""Océan"", ""Pays"", ""Mer"", ""3.15.05""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/0272(COD)&l=fr
2022/2039(INI),2022-05-05,"Recommandation au Conseil et au vice-président de la Commission/haut représentant de l’Union pour les affaires étrangères et la politique de sécurité sur la politique étrangère, de sécurité et de défense de l’Union à la suite de l’invasion de l’Ukraine par la Russie",INI,"[""6.10.02""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2039(INI)&l=fr
2020/2168(DEC),2020-06-29,Décharge 2019 : Agence du GNSS européen (GSA),DEC,"[""8.70.03.09""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2168(DEC)&l=fr
2020/2882(RSP),2020-11-26,"Résolution sur les violations répétées des droits de l'homme en Biélorussie, en particulier l’assassinat de Roman Bondarenko",RSP,"[]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2882(RSP)&l=fr
2022/2182(INI),2022-11-24,Renouvellement des générations dans les exploitations agricoles de l’UE de l'avenir,INI,"[""3.10.01""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2182(INI)&l=fr
2019/2021(BUD),2019-04-15,Budget rectificatif 1/2019: excédent de l’exercice 2018,BUD,"[""8.70.59"", ""8.70.58""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2021(BUD)&l=fr
2023/2636(RSP),2023-11-20,"Résolution sur la conférence des Nations unies sur le changement climatique de 2023 (COP28) à Dubaï, Émirats arabes unis",RSP,"[""3.70.03"", ""3.70.18""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/2636(RSP)&l=fr
2020/2014(INL),2020-01-16,Un régime de responsabilité civile pour l’intelligence artificielle,INL,"[""3.40.06"", ""3.30.06""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2014(INL)&l=fr
2020/2135(INI),2020-09-17,Donner forme à la politique d’éducation numérique,INI,"[""4.40.01"", ""3.30.06""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2135(INI)&l=fr
2020/2086(INI),2020-05-27,Mise en œuvre de la directive 2000/78/CE du Conseil portant création d'un cadre général en faveur de l'égalité de traitement en matière d'emploi et de travail à la lumière de la CNUDPH,INI,"[""4.15.08""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2086(INI)&l=fr
2019/2206(INI),2019-12-19,Mise en œuvre du règlement Dublin III,INI,"[""7.10.06""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2206(INI)&l=fr
2021/0184(NLE),2021-07-08,Convention sur la conservation et la gestion des ressources halieutiques en haute mer dans le Pacifique Nord: adhésion de l'Union européenne,NLE,"[""3.15.15.06"", ""3.15.01""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/0184(NLE)&l=fr
2022/2005(INI),2022-01-20,"Justice raciale, non-discrimination et antiracisme dans l'UE",INI,"[""4.10.08"", ""7.30.08""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2005(INI)&l=fr
2022/2135(DEC),2022-06-23,"Décharge 2021 : Budget général de l'UE - 8e, 9e, 10e et 11e FED",DEC,"[""8.70.03.11""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2135(DEC)&l=fr
2022/0134(COD),2022-04-27,Directive sur les résidents de longue durée. Refonte,COD,"[""7.10"", ""7.10.08""]",En attente de la position du Parlement en 1ère lecture,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/0134(COD)&l=fr
2021/2157(DEC),2021-06-30,"Décharge sur l'exécution du budget des agences de l'Union européenne pour l'exercice 2020 : performance, gestion financière et contrôle",DEC,"[""8.70.03.10""]","Procédure terminée, en attente de publication au Journal officiel",https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2157(DEC)&l=fr
2021/0410(COD),2021-12-08,Échange automatisé de données aux fins de la coopération policière («Prüm II»),COD,"[""7.30.30"", ""7.30.20"", ""7.30.05"", ""7.40.04""]","Procédure terminée, en attente de publication au Journal officiel",https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/0410(COD)&l=fr
2019/2820(RSP),2019-09-18,Résolution sur l'état d'avancement de la mise en œuvre de la législation de l’Union relative à la lutte contre le blanchiment de capitaux,RSP,"[""7.30.30.08""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2820(RSP)&l=fr
2021/2693(RSP),2021-05-20,Résolution sur les prisonniers de guerre à la suite du dernier conflit entre l’Arménie et l’Azerbaïdjan,RSP,"[]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2693(RSP)&l=fr
2021/0058(COD),2021-03-11,"Mesures de gestion, de conservation et de contrôle applicables à la zone de compétence de la Commission des thons de l’océan Indien (CTOI)",COD,"[""3.15.04"", ""3.15.01""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/0058(COD)&l=fr
2021/2123(DEC),2021-06-30,Décharge 2020 : Autorité bancaire européenne (ABE),DEC,"[""8.70.03.10""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2123(DEC)&l=fr
2022/2957(RSP),2022-11-23,Résolution sur le déplacement forcé de populations à la suite de l’escalade du conflit dans l’est de la République démocratique du Congo (RDC),RSP,"[""6.10.04"", ""Congo"", ""Pays"", ""6.10.09""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2957(RSP)&l=fr
2023/2981(RSP),2023-11-22,"Résolution sur les citoyens géorgiens Tamaz Ginturi et Levan Dotiashvili, respectivement tué et enlevé par les forces d’occupation russes dans la région géorgienne occupée de Tskhinvali",RSP,"[""6.10.08"", ""Géorgie"", ""Pays""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/2981(RSP)&l=fr
2023/0038M(NLE),2023-05-11,Accord de libre-échange UE/Nouvelle-Zélande,NLE,"[""Nouvelle-Zélande"", ""Pays"", ""6.20.03""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/0038M(NLE)&l=fr
2022/0221(NLE),2022-08-01,Accord de partenariat et de coopération UE-Malaise,NLE,"[""Malaisie"", ""Pays"", ""6.40.08""]",En attente de décision finale,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/0221(NLE)&l=fr
