reference,date,title,type,subject,status,url
2022/2894(RSP),2022-10-18,Résolution sur la multiplication des crimes inspirés par la haine contre des personnes LGBTIQ+ à travers l’Europe compte tenu du récent meurtre homophobe en Slovaquie,RSP,"[""4.10.08"", ""7.30.30"", ""1.10""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2894(RSP)&l=fr
2020/0258(NLE),2020-09-18,Accord relatif au transport international occasionnel de voyageurs par autocar ou par autobus (accord Interbus): transport international régulier et régulier spécial de voyageurs par autocar ou par autobus. Protocole,NLE,"[""3.20.05"", ""3.20.15.04""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/0258(NLE)&l=fr
2022/2839(RSP),2023-02-14,Résolution sur les priorités de l’Union européenne pour la 67e session de la commission de la condition de la femme des Nations unies,RSP,"[""4.10.09"", ""6.40.13""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2839(RSP)&l=fr
2020/2631(RSP),2020-05-13,"Résolution sur le nouveau cadre financier pluriannuel, les ressources propres et le plan de relance",RSP,"[""8.70.01""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2631(RSP)&l=fr
2019/2082(DEC),2019-06-27,Décharge 2018: Agence de l'Union européenne pour la formation des services répressifs (CEPOL),DEC,"[""8.70.03.08""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2082(DEC)&l=fr
2021/0183(NLE),2021-07-06,Convention de La Haye (1980) sur les aspects civils de l'enlèvement international d'enfants: adhésion de la Bolivie,NLE,"[""7.40.02"", ""4.10.02"", ""4.10.03"", ""Bolivie"", ""Pays""]",En attente de décision finale,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/0183(NLE)&l=fr
2022/0419(NLE),2022-12-15,AccordUE/Japon: services aériens,NLE,"[""Japon"", ""Pays"", ""3.20.15.02""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/0419(NLE)&l=fr
2023/2809(RSP),2023-10-03,"Résolution sur le projet de décision d’exécution de la Commission autorisant la mise sur le marché de produits contenant du maïs génétiquement modifié MON 89034 × 1507 × MIR162 × NK603 × DAS-40278-9 et neuf sous-combinaisons, consistant en ce maïs ou produits à partir de celui-ci, en application du règlement (CE) nº 1829/2003 du Parlement européen et du Conseil",RSP,"[""3.10.09.06""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/2809(RSP)&l=fr
2020/2215(INI),2020-10-22,"Situation de la santé et des droits sexuels et génésiques dans l’Union européenne, dans le contexte de la santé des femmes",INI,"[""4.20.06"", ""4.10.09""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2215(INI)&l=fr
2022/0143(BUD),2022-05-10,Mobilisation du Fonds européen d’ajustement à la mondialisation: licenciements dans le secteur du transport aérien en France,BUD,"[""8.70.52"", ""3.20.01"", ""4.15.05"", ""France"", ""Pays""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/0143(BUD)&l=fr
2022/2078(INI),2022-07-07,Boussole stratégique et capacités de défense spatiales de l'Union,INI,"[""6.10.02"", ""3.50.03""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2078(INI)&l=fr
2023/2050(INI),2023-04-20,Le rôle de la diplomatie préventive dans la gestion des conflits gelés de par le monde - occasion manquée ou changement pour l’avenir?,INI,"[""6.10.05"", ""6.10.08"", ""6.10.09""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/2050(INI)&l=fr
2019/2161(INI),2019-12-19,Des pêcheurs pour l’avenir: attirer une nouvelle génération de main-d’œuvre dans l'industrie de la pêche et créer des emplois dans les collectivités côtières,INI,"[""3.15.08""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2161(INI)&l=fr
2021/2129(DEC),2021-06-30,Décharge 2020 : Institut européen pour l'égalité entre les hommes et les femmes (EIGE),DEC,"[""8.70.03.10""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2129(DEC)&l=fr
2021/0208(NLE),2021-07-16,Convention sur la reconnaissance et l’exécution des jugements étrangers en matière civile ou commerciale: adhésion de l’Union européenne,NLE,"[""7.40.02""]",En attente de décision finale,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/0208(NLE)&l=fr
2020/2133(INI),2020-09-17,Renforcer la transparence et l’intégrité des institutions de l’UE par la création d’un organisme européen indépendant chargé des questions d’éthique,INI,"[""8.40"", ""8.40.10""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2133(INI)&l=fr
2022/2053(INI),2022-07-07,Cycles durables du carbone,INI,"[""3.70"", ""3.70.01"", ""3.70.06""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2053(INI)&l=fr
2023/2736(RSP),2023-06-14,"Résolution sur la situation humanitaire au Soudan, en particulier la mort d’enfants piégés par les combats",RSP,"[""6.10.04"", ""6.50"", ""Soudan"", ""Pays"", ""6.10.05"", ""6.10.08""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/2736(RSP)&l=fr
2022/0196(COD),2022-06-22,Utilisation durable des produits phytopharmaceutiques,COD,"[""3.70.20"", ""3.70.13"", ""3.10.09.02""]",En attente de la position du Conseil en 1ère lecture,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/0196(COD)&l=fr
2019/0225(NLE),2019-10-14,Amendement de la convention internationale pour la conservation des thonidés de l’Atlantique (CICTA). Protocole,NLE,"[""3.15.04"", ""3.15.01"", ""3.15.15""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/0225(NLE)&l=fr
2021/2694(RSP),2021-05-20,Résolution sur la situation en Haïti,RSP,"[]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2694(RSP)&l=fr
2020/2117(INI),2020-09-17,Incidences et retombées commerciales de l’épidémie de COVID-19,INI,"[""2.10"", ""4.20.01""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2117(INI)&l=fr
2020/2112(INI),2020-09-17,"L'Arctique: perspectives, problématiques et enjeux de sécurité",INI,"[""Arctique"", ""Pays"", ""6.40""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2112(INI)&l=fr
2020/2686(RSP),2020-07-08,Résolution sur une politique globale de l’Union en matière de prévention du blanchiment de capitaux et du financement du terrorisme – plan d’action de la Commission et autres évolutions récentes,RSP,"[""7.30.20"", ""7.30.30.08""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2686(RSP)&l=fr
2023/2558(RSP),2023-02-15,Résolution sur un an d'invasion et de guerre d'agression lancées par la Russie contre l'Ukraine,RSP,"[""6.10.04"", ""Ukraine"", ""Pays"", ""Russie""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/2558(RSP)&l=fr
2021/2935(RSP),2021-10-19,Résolution sur la crise de l’état de droit en Pologne et la primauté du droit de l’Union,RSP,"[""8.30.10"", ""8.50"", ""Pologne"", ""Pays""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2935(RSP)&l=fr
2020/2793(RSP),2020-10-05,Résolution sur l’état de droit et les droits fondamentaux en Bulgarie,RSP,"[""8.30.10"", ""1.10"", ""Bulgarie"", ""Pays""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2793(RSP)&l=fr
2022/0015(BUD),2022-01-26,Mobilisation du Fonds européen d’ajustement à la mondialisation: assistance technique,BUD,"[""8.70.52"", ""4.15.05""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/0015(BUD)&l=fr
2020/2838(RSP),2020-11-11,"Résolution sur le projet de décision d’exécution de la Commission autorisant la mise sur le marché de produits contenant du soja génétiquement modifié SYHT0H2 (SYN-ØØØH2-5), consistant en ce soja ou produits à partir de celui-ci, en application du règlement (CE) nº 1829/2003 du Parlement européen et du Conseil",RSP,"[""3.10.09.06""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2838(RSP)&l=fr
2021/2177(INI),2021-10-07,Future coopération UE-Inde en matière de commerce et d’investissement,INI,"[""6.40.08"", ""Inde"", ""Pays""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2177(INI)&l=fr
2021/2205(INI),2021-11-25,"Programme en faveur de la consommation de fruits, de légumes, de lait et de produits laitiers à l’école par le règlement portant organisation commune des marchés",INI,"[""4.20"", ""3.10.06.01"", ""4.40.03"", ""3.10.06.02"", ""3.10.03"", ""3.10.05.02""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2205(INI)&l=fr
2021/2126(DEC),2021-06-30,Décharge 2020 : Agence européenne pour l'environnement (EEA),DEC,"[""8.70.03.10""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2126(DEC)&l=fr
2021/2131(DEC),2021-06-30,Décharge 2020 : Institut européen d'innovation et de technologie (EIT),DEC,"[""8.70.03.10""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2131(DEC)&l=fr
2019/2184(INI),2019-12-19,Rendre le développement plus efficace et l'aide plus efficiente,INI,"[""6.50"", ""6.30.02""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2184(INI)&l=fr
2019/2198(INI),2019-12-19,"Accès du public aux documents (article 122, paragraphe 7, du réglement intérieur) - rapports annuels 2016 à 2018",INI,"[""1.20.05""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2198(INI)&l=fr
2022/2195(INI),2023-01-19,Rapport sur l'Ouzbékistan,INI,"[""6.10.04"", ""6.10.08"", ""6.10.09"", ""Ouzbékistan"", ""Pays""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2195(INI)&l=fr
2020/0081(CNS),2020-05-08,Fiscalité - coopération administrative: report de certains délais pour l'enregistrement et l'échange d'informations dans le domaine fiscal en raison de la pandémie de COVID-19,CNS,"[""2.80"", ""4.20"", ""4.20.01"", ""2.70""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/0081(CNS)&l=fr
2023/2053(INI),2023-04-20,L’avenir du secteur européen du livre,INI,"[""4.45.08""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/2053(INI)&l=fr
2021/2200(INI),2021-11-25,Stratégie indo-pacifique dans le domaine du commerce et des investissements,INI,"[""6.20.06"", ""6.20.05"", ""6.40.08""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2200(INI)&l=fr
2022/2089(DEC),2022-06-23,Décharge 2021: budget général de l'UE - Contrôleur européen de la protection des données,DEC,"[""8.70.03.11""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2089(DEC)&l=fr
2022/2109(DEC),2022-06-23,Décharge 2021: Agence européenne des médicaments (EMA),DEC,"[""8.70.03.11""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2109(DEC)&l=fr
2020/0349(COD),2020-12-09,"Renforcement du mandat d'Europol: coopération avec des parties privées, traitement de données à caractère personnel, et appui à la recherche et l'innovation",COD,"[""1.20.09"", ""7.30.05"", ""7.40.04"", ""7.30.05.01""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/0349(COD)&l=fr
2020/2880(RSP),2020-11-26,"Résolution sur la détérioration de la situation des droits de l'homme en Algérie, en particulier le cas du journaliste Khaled Drareni",RSP,"[]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2880(RSP)&l=fr
2023/0376(COD),2023-10-17,Modification de la directive RELC et certaines autres directives sur la protection des consommateurs,COD,"[""4.60.06"", ""4.50"", ""3.45.05""]",En attente de la position du Conseil en 1ère lecture,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/0376(COD)&l=fr
2022/0407(CNS),2022-12-08,Système commun de taxe sur la valeur ajoutée (TVA): règles à l'ère du numérique,CNS,"[""2.70.02"", ""3.30.06""]",En attente de décision finale,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/0407(CNS)&l=fr
2021/2230(INI),2021-12-16,Relations UE-Arménie,INI,"[""6.40.15"", ""Arménie"", ""Pays""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2230(INI)&l=fr
2021/2114(DEC),2021-06-30,Décharge 2020 : Budget général de l'UE - Contrôleur européen pour la protection des données,DEC,"[""8.70.03.10""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2114(DEC)&l=fr
2023/0126(COD),2023-04-27,Certificat complémentaire de protection unitaire pour les produits phytopharmaceutiques,COD,"[""3.10.09.02"", ""3.50.15"", ""3.50.16""]",En attente de la position du Conseil en 1ère lecture,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/0126(COD)&l=fr
2021/0182(NLE),2021-07-06,Convention de La Haye (1980) sur les aspects civils de l'enlèvement international d'enfants: adhésion du Pakistan,NLE,"[""7.40.02"", ""4.10.02"", ""4.10.03"", ""Pakistan"", ""Pays""]",En attente de décision finale,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/0182(NLE)&l=fr
2020/2018(INL),2020-01-16,Législation sur les services numériques: améliorer le fonctionnement du marché unique,INL,"[""2.40"", ""4.60.06"", ""8.50"", ""3.30.06""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2018(INL)&l=fr
2021/2113(DEC),2021-06-30,Décharge 2020 : Budget général de l'UE - Médiateur européen,DEC,"[""8.70.03.10""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2113(DEC)&l=fr
2020/0277(COD),2020-09-23,Règlement relatif aux situations de crise et aux cas de force majeure,COD,"[""7.10.06"", ""7.10.08""]",En attente de la position du Parlement en 1ère lecture,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/0277(COD)&l=fr
2022/2111(DEC),2022-06-23,Décharge 2021: Agence européenne pour la sécurité maritime (EMSA),DEC,"[""8.70.03.11""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2111(DEC)&l=fr
2020/2175(DEC),2020-06-29,Décharge 2019 : Autorité européenne des assurances et des pensions professionnelles (AEAPP),DEC,"[""8.70.03.09""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2175(DEC)&l=fr
2020/2037(INI),2020-04-16,Renforcement du rôle international de l’euro,INI,"[""5.20.02""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2037(INI)&l=fr
2023/2555(RSP),2023-02-14,Résolution sur la création d’un organisme européen indépendant chargé des questions d’éthique,RSP,"[""8.40"", ""8.40.10""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/2555(RSP)&l=fr
2021/0248(COD),2021-07-30,Commission générale des pêches pour la Méditerranée (CGPM): pêche dans la zone couverte par l’accord de la CGPM. Refonte,COD,"[""3.15.04"", ""3.15.01"", ""Mer"", ""Pays""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/0248(COD)&l=fr
2019/2712(RSP),2019-11-25,"Résolution sur la conférence des Nations unies de 2019 sur les changements climatiques à Madrid, Espagne (COP 25)",RSP,"[""3.70.03"", ""3.70.18"", ""6.40.13""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2712(RSP)&l=fr
2019/0192(COD),2019-09-06,Nouvelle assistance macrofinancière à la Jordanie,COD,"[""Jordanie"", ""Pays"", ""6.40.05.04"", ""6.20.07""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/0192(COD)&l=fr
2023/0083(COD),2023-03-22,Règles communes favorisant la réparation des marchandises,COD,"[""4.60.06"", ""4.60.08""]",En attente de la position du Parlement en 1ère lecture,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/0083(COD)&l=fr
2021/0422(COD),2021-12-15,Protection de l'environnement par le droit pénal,COD,"[""3.70.16""]",En attente de la position du Conseil en 1ère lecture,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/0422(COD)&l=fr
2021/0193(BUD),2021-07-02,Budget rectificatif 4/2021: actualisation des recettes; prévisions révisées de ressources propres et autres recettes,BUD,"[""8.70.51"", ""8.70.01""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/0193(BUD)&l=fr
2022/2742(RSP),2022-07-04,"Résolution sur la décision de la Cour suprême des États-Unis de remettre en cause le droit à l'avortement aux États-Unis, et nécessité de protéger ce droit ainsi que la santé des femmes, y compris dans l'Union européenne",RSP,"[]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2742(RSP)&l=fr
2023/2126(INI),2023-07-12,Relations UE-États-Unis,INI,"[""États-Unis"", ""Pays"", ""6.40.11""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/2126(INI)&l=fr
2022/0039(COD),2022-02-15,Programme de l’Union pour une connectivité sécurisée 2023-2027,COD,"[""3.30.03.06""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/0039(COD)&l=fr
2019/2131(INI),2019-10-24,Politique de concurrence - rapport annuel 2019,INI,"[""2.60""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2131(INI)&l=fr
2023/0034(COD),2023-02-06,Assistance macrofinancière à la Macédoine du Nord,COD,"[""6.20.07"", ""République"", ""Pays"", ""6.40.03""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/0034(COD)&l=fr
2020/0300(COD),2020-10-14,Programme d'action  de l’Union pour l'environnement (2021-2030),COD,"[""3.70.20"", ""3.70.18""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/0300(COD)&l=fr
2021/0266(NLE),2021-08-12,Système d’information Schengen: application à Chypre des dispositions de l’acquis de Schengen,NLE,"[""Chypre"", ""Pays"", ""7.10.02"", ""7.10.04""]",En attente de décision finale,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/0266(NLE)&l=fr
2023/0264(BUD),2023-07-05,Budget général 2024: toutes sections,BUD,"[""8.70.54""]",En attente de la signature de l'acte,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/0264(BUD)&l=fr
2021/2553(RSP),2021-03-10,"Résolution sur le projet de décision d'exécution de la Commission autorisant la mise sur le marché de produits contenant du coton génétiquement modifié GHB614 × T304-40 × GHB119, consistant en ce coton ou produits à partir de celui-ci, en application du règlement (CE) n° 1829/2003 du Parlement européen et du Conseil",RSP,"[""3.10.06.05"", ""3.10.09.06""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2553(RSP)&l=fr
2022/2829(RSP),2022-09-13,"Résolution sur les conséquences de la sécheresse, des incendies et d’autres phénomènes météorologiques extrêmes: intensifier les efforts de l’Union pour lutter contre le changement climatique",RSP,"[""3.70.11"", ""3.70.03""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2829(RSP)&l=fr
2020/2016(INI),2020-01-16,L’intelligence artificielle en droit pénal et son utilisation par les autorités policières et judiciaires dans les affaires pénales,INI,"[""7.30.05"", ""7.40.04"", ""3.40.06"", ""3.30.06""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2016(INI)&l=fr
2023/2782(RSP),2023-07-12,Résolution sur la répression exercée contre les médias et la liberté d’expression au Kirghizstan,RSP,"[""3.30.08"", ""6.10.08"", ""Kirghizstan"", ""Pays""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/2782(RSP)&l=fr
2021/2075(INI),2021-06-10,Les défis à relever pour les zones urbaines à l'ère post-COVID-19,INI,"[""4.70.04""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2075(INI)&l=fr
2021/2142(DEC),2021-06-30,Décharge 2020 : Fondation européenne pour l'amélioration des conditions de vie et de travail (EUROFOUND),DEC,"[""8.70.03.10""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2142(DEC)&l=fr
2022/2105(DEC),2022-06-23,Décharge 2021: Institut européen pour l'égalité entre les hommes et les femmes (EIGE),DEC,"[""8.70.03.11""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2105(DEC)&l=fr
2019/2178(INI),2019-12-19,Reconstitution des stocks halieutiques en mer Méditerranée: évaluation et prochaines étapes,INI,"[""3.15.01"", ""Mer"", ""Pays""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2178(INI)&l=fr
2020/2143(DEC),2020-07-29,Décharge 2019 : Budget général de l'UE - Cour de Justice,DEC,"[""8.70.03.09""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2143(DEC)&l=fr
2021/2757(RSP),2021-07-07,Résolution sur la création de zones marines protégées (ZMP) de l’Antarctique et la préservation de la biodiversité dans l’océan Austral,RSP,"[]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2757(RSP)&l=fr
2021/2590(RPS),2021-03-08,"Résolution sur le projet de règlement de la Commission modifiant les annexes II, III et IV du règlement (CE) nº 396/2005 en ce qui concerne les limites maximales applicables aux résidus d'aclonifène, d'acrinathrine, de Bacillus pumilus QST 2808, de chlorantraniliprole, d'éthirimol, de lufénuron, de penthiopyrade, de piclorame et de Pseudomonas sp. souche DSMZ 13134, présents dans ou sur certains produits",RPS,"[""3.10.10"", ""4.60.04.04""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2590(RPS)&l=fr
2023/0117(NLE),2023-04-28,Accord de partenariat dans le secteur de la pêche durable UE/Madagascar et protocole de mise en oeuvre,NLE,"[""3.15.15.02"", ""Madagascar"", ""Pays""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/0117(NLE)&l=fr
2021/2168(INI),2021-10-07,Mise en oeuvre de l'article 17 du règlement relatif à la politique commune de la pêche,INI,"[""3.15""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2168(INI)&l=fr
2023/0056(COD),2023-03-03,Mesures de conservation et d’exécution applicables dans la zone de réglementation de l’Organisation des pêches de l’Atlantique du Nord-Ouest (OPANO),COD,"[""3.15.01"", ""3.15.07"", ""3.15.15""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/0056(COD)&l=fr
2021/2037(INI),2021-04-29,Une nouvelle stratégie UE–Chine,INI,"[""Chine"", ""Pays"", ""6.20.03"", ""6.40.08""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2037(INI)&l=fr
2019/2829(RSP),2019-10-10,"Résolution sur le projet de décision d’exécution de la Commission autorisant la mise sur le marché de produits contenant du maïs génétiquement modifié MON 89034 × 1507 × MON 88017 × 59122 × DAS-40278-9 ou du maïs génétiquement modifié combinant deux, trois ou quatre des événements simples MON 89034, 1507, MON 88017, 59122 et DAS-40278-9, de produits consistant en ces maïs ou produits à partir de ceux-ci, en application du règlement (CE) nº 1829/2003 du Parlement européen et du Conseil",RSP,"[""3.10.09.06""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2019/2829(RSP)&l=fr
2021/0118(COD),2021-05-11,Procédures d'insolvabilité: remplacement des annexes A et B du règlement,COD,"[""3.45.01""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/0118(COD)&l=fr
2022/0105(COD),2022-04-05,Portail des émissions industrielles,COD,"[""4.60.02"", ""3.70"", ""1.20.05""]",En attente de la position du Conseil en 1ère lecture,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/0105(COD)&l=fr
2020/2020(INI),2020-01-16,Renforcer le marché unique: l’avenir de la libre circulation des services,INI,"[""2.40""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2020/2020(INI)&l=fr
2021/2007(INI),2021-02-11,Un plan d’action en faveur de la propriété intellectuelle afin de soutenir la reprise et la résilience dans l’Union européenne,INI,"[""3.50.15"", ""3.50.04""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2007(INI)&l=fr
2023/0055(COD),2023-03-01,Effets de certaines décisions de déchéance du droit de conduire dans l'ensemble de l'Union,COD,"[""7.40.02"", ""3.20.06""]",En attente de la position du Conseil en 1ère lecture,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2023/0055(COD)&l=fr
2022/0347(COD),2022-10-26,La qualité de l’air ambiant et un air pur pour l’Europe. Refonte,COD,"[""3.70.02""]",En attente de la position du Parlement en 1ère lecture,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/0347(COD)&l=fr
2021/2124(DEC),2021-06-30,Décharge 2020 : Centre européen de prévention et de contrôle des maladies (ECDC),DEC,"[""8.70.03.10""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2021/2124(DEC)&l=fr
2022/2122(DEC),2022-06-23,Décharge 2021: Agence de l’Union européenne pour le programme spatial (EUSPA),DEC,"[""8.70.03.11""]",Procédure terminée,https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.json?reference=2022/2122(DEC)&l=fr
